,0,1,2,3,4,5,6
34,582341.0,1.0,0.0,0.0,0.0,1.27,1.0
35,582362.0,1.0,0.0,0.0,0.0,1.27,1.0
36,582381.0,1.0,0.0,0.0,0.0,1.27,1.0
37,582403.0,1.0,0.0,0.0,0.0,1.27,1.0
38,582422.0,1.0,0.0,0.0,0.0,1.27,1.0
39,582442.0,1.0,0.0,0.0,0.0,1.27,1.0
40,582461.0,1.0,0.0,0.0,0.0,1.27,1.0
41,582482.0,1.0,0.0,0.0,0.0,1.27,1.0
42,582501.0,1.0,0.0,0.0,0.0,1.27,1.0
43,582522.0,1.0,0.0,0.0,0.0,1.27,1.0
44,582541.0,1.0,0.0,0.0,0.0,1.27,1.0
45,582563.0,1.0,0.0,0.0,0.0,1.27,1.0
46,582581.0,1.0,0.0,0.0,0.0,1.27,1.0
47,582602.0,1.0,0.0,0.0,0.0,1.27,1.0
48,582622.0,1.0,0.0,0.0,0.0,1.27,1.0
49,582642.0,1.0,0.0,0.0,0.0,1.27,1.0
50,582662.0,1.0,0.0,0.0,0.0,1.27,1.0
51,582682.0,1.0,0.0,0.0,0.0,1.27,1.0
52,582702.0,1.0,0.0,0.0,0.0,1.27,1.0
53,582724.0,1.0,0.0,0.0,0.0,1.27,1.0
54,582742.0,1.0,0.0,0.0,0.0,1.27,1.0
55,582762.0,1.0,0.0,0.0,0.0,1.27,1.0
56,582782.0,1.0,0.0,0.0,0.0,1.27,1.0
57,582802.0,1.0,0.0,0.0,0.0,1.27,1.0
58,582822.0,1.0,0.0,0.0,0.0,1.27,1.0
59,582842.0,1.0,0.0,0.0,0.0,1.27,1.0
60,582862.0,1.0,0.0,0.0,0.0,1.27,1.0
61,582882.0,1.0,0.0,0.0,0.0,1.27,1.0
62,582902.0,1.0,0.0,0.0,0.0,1.27,1.0
63,582922.0,1.0,0.0,0.0,0.0,1.27,1.0
64,582942.0,1.0,0.0,0.0,0.0,1.27,1.0
65,582962.0,1.0,0.0,0.0,0.0,1.27,1.0
66,582982.0,1.0,0.0,0.0,0.0,1.27,1.0
67,583002.0,1.0,0.0,0.0,0.0,1.27,1.0
68,583022.0,1.0,0.0,0.0,0.0,1.27,1.0
69,583042.0,1.0,0.0,0.0,0.0,1.27,1.0
70,583062.0,1.0,0.0,0.0,0.0,1.27,1.0
71,583082.0,1.0,0.0,0.0,0.0,1.27,1.0
72,583102.0,1.0,0.0,0.0,0.0,1.27,1.0
73,583122.0,1.0,0.0,0.0,0.0,1.27,1.0
74,583142.0,1.0,0.0,0.0,0.0,1.27,1.0
75,583162.0,1.0,0.0,0.0,0.0,1.27,1.0
76,583182.0,1.0,0.0,0.0,0.0,1.27,1.0
77,583202.0,1.0,0.0,0.0,0.0,1.27,1.0
78,583222.0,1.0,0.0,0.0,0.0,1.27,1.0
79,583242.0,1.0,0.0,0.0,0.0,1.27,1.0
80,583262.0,1.0,0.0,0.0,0.0,1.27,1.0
81,583282.0,1.0,0.0,0.0,0.0,1.27,1.0
82,583302.0,1.0,0.0,0.0,0.0,1.27,1.0
83,583322.0,1.0,0.0,0.0,0.0,1.27,1.0
84,583342.0,1.0,0.0,0.0,0.0,1.27,1.0
85,583362.0,1.0,0.0,0.0,0.0,1.27,1.0
86,583382.0,1.0,0.0,0.0,0.0,1.27,1.0
87,583402.0,1.0,0.0,0.0,0.0,1.27,1.0
88,583422.0,1.0,0.0,0.0,0.0,1.27,1.0
89,583442.0,1.0,0.0,0.0,0.0,1.27,1.0
90,583462.0,1.0,0.0,0.0,0.0,1.27,1.0
91,583482.0,1.0,0.0,0.0,0.0,1.27,1.0
92,583502.0,1.0,0.0,0.0,0.0,1.27,1.0
93,583522.0,1.0,0.0,0.0,0.0,1.27,1.0
94,583542.0,1.0,0.0,0.0,0.0,1.27,1.0
95,583562.0,1.0,0.0,0.0,0.0,1.27,1.0
96,583582.0,1.0,0.0,0.0,0.0,1.27,1.0
97,583602.0,1.0,0.0,0.0,0.0,1.27,1.0
98,583622.0,1.0,0.0,0.0,0.0,1.27,1.0
99,583642.0,1.0,0.0,0.0,0.0,1.27,1.0
100,583662.0,1.0,0.0,0.0,0.0,1.27,1.0
101,583683.0,1.0,0.0,0.0,0.0,1.27,1.0
102,583702.0,1.0,0.0,0.0,0.0,1.27,1.0
103,583722.0,1.0,0.0,0.0,0.0,1.27,1.0
104,583742.0,1.0,0.0,0.0,0.0,1.27,1.0
105,583762.0,1.0,0.0,0.0,0.0,1.27,1.0
106,583782.0,1.0,0.0,0.0,0.0,1.27,1.0
107,583802.0,1.0,0.0,0.0,0.0,1.27,1.0
108,583822.0,1.0,0.0,0.0,0.0,1.27,1.0
109,583842.0,1.0,0.0,0.0,0.0,1.27,1.0
110,583862.0,1.0,0.0,0.0,0.0,1.27,1.0
111,583882.0,1.0,0.0,0.0,0.0,1.27,1.0
112,583902.0,1.0,0.0,0.0,0.0,1.27,1.0
113,583922.0,1.0,0.0,0.0,0.0,1.27,1.0
114,583942.0,1.0,0.0,0.0,0.0,1.27,1.0
115,583962.0,1.0,0.0,0.0,0.0,1.27,1.0
116,583982.0,1.0,0.0,0.0,0.0,1.27,1.0
117,584002.0,1.0,0.0,0.0,0.0,1.27,1.0
118,584022.0,1.0,0.0,0.0,0.0,1.27,1.0
119,584043.0,1.0,0.0,0.0,0.0,1.27,1.0
120,584062.0,1.0,0.0,0.0,0.0,1.27,1.0
121,584083.0,1.0,0.0,0.0,0.0,1.27,1.0
122,584102.0,1.0,0.0,0.0,0.0,1.27,1.0
123,584123.0,1.0,0.0,0.0,0.0,1.27,1.0
124,584142.0,1.0,0.0,0.0,0.0,1.27,1.0
125,584163.0,1.0,0.0,0.0,0.0,1.27,1.0
126,584182.0,1.0,0.0,0.0,0.0,1.27,1.0
127,584203.0,1.0,0.0,0.0,0.0,1.27,1.0
128,584222.0,1.0,0.0,0.0,0.0,1.27,1.0
129,584243.0,1.0,0.0,0.0,0.0,1.27,1.0
130,584262.0,1.0,0.0,0.0,0.0,1.27,1.0
131,584283.0,1.0,0.0,0.0,0.0,1.27,1.0
132,584302.0,1.0,0.0,0.0,0.0,1.27,1.0
133,584323.0,1.0,0.0,0.0,0.0,1.27,1.0
134,584342.0,1.0,0.0,0.0,0.0,1.27,1.0
135,584363.0,1.0,0.0,0.0,0.0,1.27,1.0
136,584382.0,1.0,0.0,0.0,0.0,1.27,1.0
137,584403.0,1.0,0.0,0.0,0.0,1.27,1.0
138,584422.0,1.0,0.0,0.0,0.0,1.27,1.0
139,584443.0,1.0,0.0,0.0,0.0,1.27,1.0
140,584462.0,1.0,0.0,0.0,0.0,1.27,1.0
141,584483.0,1.0,0.0,0.0,0.0,1.27,1.0
142,584502.0,1.0,0.0,0.0,0.0,1.27,1.0
143,584523.0,1.0,0.0,0.0,0.0,1.27,1.0
144,584542.0,1.0,0.0,0.0,0.0,1.27,1.0
145,584563.0,1.0,0.0,0.0,0.0,1.27,1.0
146,584582.0,1.0,0.0,0.0,0.0,1.27,1.0
147,584603.0,1.0,0.0,0.0,0.0,1.27,1.0
148,584622.0,1.0,0.0,0.0,0.0,1.27,1.0
149,584643.0,1.0,0.0,0.0,0.0,1.27,1.0
150,584662.0,1.0,0.0,0.0,0.0,1.27,1.0
151,584683.0,1.0,0.0,0.0,0.0,1.27,1.0
152,584702.0,1.0,0.0,0.0,0.0,1.27,1.0
153,584723.0,1.0,0.0,0.0,0.0,1.27,1.0
154,584742.0,1.0,0.0,0.0,0.0,1.27,1.0
155,584763.0,1.0,0.0,0.0,0.0,1.27,1.0
156,584782.0,1.0,0.0,0.0,0.0,1.27,1.0
157,584803.0,1.0,0.0,0.0,0.0,1.27,1.0
158,584822.0,1.0,0.0,0.0,0.0,1.27,1.0
159,584843.0,1.0,0.0,0.0,0.0,1.27,1.0
160,584863.0,1.0,0.0,0.0,0.0,1.27,1.0
161,584883.0,1.0,0.0,0.0,0.0,1.27,1.0
162,586463.0,1.0,0.0,0.0,0.0,0.39,1.0
163,586483.0,1.0,0.0,0.0,0.0,0.39,1.0
164,586503.0,1.0,0.0,0.0,0.0,0.39,1.0
165,586524.0,1.0,0.0,0.0,0.0,0.39,1.0
166,586543.0,1.0,0.0,0.0,0.0,0.39,1.0
167,586564.0,1.0,0.0,0.0,0.0,0.39,1.0
168,586583.0,1.0,0.0,0.0,0.0,0.39,1.0
169,586604.0,1.0,0.0,0.0,0.0,0.39,1.0
170,586623.0,1.0,0.0,0.0,0.0,0.39,1.0
171,586644.0,1.0,0.0,0.0,0.0,0.39,1.0
172,586663.0,1.0,0.0,0.0,0.0,0.39,1.0
173,586684.0,1.0,0.0,0.0,0.0,0.39,1.0
174,586703.0,1.0,0.0,0.0,0.0,0.39,1.0
175,586724.0,1.0,0.0,0.0,0.0,0.39,1.0
176,586743.0,1.0,0.0,0.0,0.0,0.39,1.0
177,586764.0,1.0,0.0,0.0,0.0,0.39,1.0
178,586783.0,1.0,0.0,0.0,0.0,0.39,1.0
179,586804.0,1.0,0.0,0.0,0.0,0.39,1.0
180,586823.0,1.0,0.0,0.0,0.0,0.39,1.0
181,586844.0,1.0,0.0,0.0,0.0,0.39,1.0
182,586863.0,1.0,0.0,0.0,0.0,0.39,1.0
183,586884.0,1.0,0.0,0.0,0.0,0.39,1.0
184,586903.0,1.0,0.0,0.0,0.0,0.39,1.0
185,586924.0,1.0,0.0,0.0,0.0,0.39,1.0
186,586943.0,1.0,0.0,0.0,0.0,0.39,1.0
187,586964.0,1.0,0.0,0.0,0.0,0.39,1.0
188,586983.0,1.0,0.0,0.0,0.0,0.39,1.0
189,587004.0,1.0,0.0,0.0,0.0,0.39,1.0
190,587023.0,1.0,0.0,0.0,0.0,0.39,1.0
191,587044.0,1.0,0.0,0.0,0.0,0.39,1.0
192,587063.0,1.0,0.0,0.0,0.0,0.39,1.0
193,587084.0,1.0,0.0,0.0,0.0,0.39,1.0
194,587103.0,1.0,0.0,0.0,0.0,0.39,1.0
195,587124.0,1.0,0.0,0.0,0.0,0.39,1.0
196,587143.0,1.0,0.0,0.0,0.0,0.39,1.0
197,587164.0,1.0,0.0,0.0,0.0,0.39,1.0
198,587183.0,1.0,0.0,0.0,0.0,0.39,1.0
199,587204.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
200,587223.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
201,587244.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
202,587263.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
203,587284.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
204,587303.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
205,587325.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
206,587343.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
207,587364.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
208,587383.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
209,587405.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
210,587424.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
211,587444.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
212,587463.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
213,587484.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
214,587503.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
215,587525.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
216,587544.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
217,587564.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
218,587583.0,1.0,-160.0,-0.0,-160.0,0.0,1.0
219,587604.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
220,587623.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
221,587645.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
222,587663.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
223,587684.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
224,587704.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
225,587724.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
226,587744.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
227,587764.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
228,587784.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
229,587804.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
230,587824.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
231,587844.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
232,587864.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
233,587884.0,1.0,-320.0,-0.0,-320.0,0.0,1.0
234,587904.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
235,587924.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
236,587944.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
237,587964.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
238,587984.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
239,588004.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
240,588024.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
241,588044.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
242,588064.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
243,588084.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
244,588104.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
245,588124.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
246,588144.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
247,588164.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
248,588184.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
249,588204.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
250,588224.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
251,588244.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
252,588264.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
253,588284.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
254,588304.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
255,588324.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
256,588344.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
257,588364.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
258,588384.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
259,588404.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
260,588424.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
261,588444.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
262,588464.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
263,588486.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
264,588504.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
265,588524.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
266,588544.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
267,588564.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
268,588584.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
269,588605.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
270,588624.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
271,588644.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
272,588664.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
273,588685.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
274,588704.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
275,588724.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
276,588744.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
277,588764.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
278,588784.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
279,588804.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
280,588824.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
281,588844.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
282,588864.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
283,588885.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
284,588904.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
285,588924.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
286,588944.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
287,588964.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
288,588984.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
289,589004.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
290,589024.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
291,589044.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
292,589064.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
293,589085.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
294,589104.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
295,589125.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
296,589144.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
297,589165.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
298,589184.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
299,589205.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
300,589224.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
301,589245.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
302,589264.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
303,589287.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
304,589304.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
305,589325.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
306,589344.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
307,589365.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
308,589384.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
309,589405.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
310,589424.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
311,589445.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
312,589464.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
313,589486.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
314,589504.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
315,589525.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
316,589544.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
317,589565.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
318,589585.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
319,589605.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
320,589624.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
321,589645.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
322,589664.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
323,589686.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
324,589704.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
325,589725.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
326,589744.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
327,589765.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
328,589785.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
329,589805.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
330,589824.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
331,589845.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
332,589865.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
333,589886.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
334,589904.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
335,589925.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
336,589945.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
337,589965.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
338,589985.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
339,590006.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
340,590024.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
341,590045.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
342,590064.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
343,590087.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
344,590105.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
345,590125.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
346,590144.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
347,590165.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
348,590185.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
349,590205.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
350,590225.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
351,590245.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
352,590265.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
353,590285.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
354,590305.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
355,590325.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
356,590345.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
357,590365.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
358,590385.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
359,590405.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
360,590425.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
361,590445.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
362,590465.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
363,590486.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
364,590505.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
365,590525.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
366,590545.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
367,590565.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
368,590585.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
369,590605.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
370,590625.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
371,590645.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
372,590665.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
373,590685.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
374,590705.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
375,590725.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
376,590745.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
377,590765.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
378,590785.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
379,590805.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
380,590825.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
381,590845.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
382,590865.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
383,590885.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
384,590905.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
385,590925.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
386,590945.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
387,590967.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
388,590985.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
389,591005.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
390,591025.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
391,591045.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
392,591065.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
393,591085.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
394,591105.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
395,591125.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
396,591145.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
397,591165.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
398,591185.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
399,591205.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
400,591225.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
401,591245.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
402,591265.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
403,591285.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
404,591305.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
405,591325.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
406,591345.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
407,591365.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
408,591385.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
409,591405.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
410,591425.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
411,591445.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
412,591465.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
413,591485.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
414,591505.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
415,591525.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
416,591545.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
417,591566.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
418,591585.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
419,591606.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
420,591625.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
421,591646.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
422,591665.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
423,591686.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
424,591705.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
425,591726.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
426,591745.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
427,591766.0,1.0,-480.0,-0.0,-480.0,0.0,1.0
